Land_ID,District,Taluk,Village,Survey_No,Extent_Hectares,Area_Sqft,Soil_pH,No_of_Owners,Ownership_Type,Land_Type,Soil_Type,Flood_Risk,Water_Availability,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Acquisition_Days,Delay_Status,Delay_Risk_Band,latitude,longitude,Source_Reference
ACQ_SYN_003756,Namakkal,Namakkal,Pudur 1,158/616,19.0206,2047355.95,6.1,15,Joint,Forest,Sandy,Yes,Yes,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.17823702349562,78.15998957820649,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003757,Thanjavur,Thanjavur,Pudur 7,310/1223,14.96,1610276.63,7.2,10,Joint,Barren,Urban Fill,Yes,Yes,Not Available,No,No,Verification completed,No,Yes,No,No,139.0,Delayed,High,10.825297458886874,79.23194883857742,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003758,Dharmapuri,Dharmapuri,Oragadam 19,269/1051,5.2196,561827.85,7.6,20,Joint,Coastal,Black Cotton,Yes,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,113.0,Delayed,Medium,12.167094646782685,78.11980479075741,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003759,Tirunelveli,Tirunelveli,Neelambur 8,36/155,13.2006,1420897.56,8.7,19,Joint,Forest,Saline,No,Yes,Not Available,Yes,No,To be paid,No,Yes,No,Yes,171.0,Delayed,High,8.716898799128352,77.71650799220114,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003760,Dharmapuri,Dharmapuri,Thogamalai 19,274/1077,25.3242,2725876.51,7.5,20,Joint,Commercial,Black Cotton,No,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,172.0,Delayed,High,12.114118410677891,78.14910574229721,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003761,Tirunelveli,Tirunelveli,Sholinganallur 7,86/335,19.1698,2063421.23,8.5,17,Joint,Industrial,Saline,No,No,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,194.0,Delayed,High,8.762633056571998,77.75003427478883,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003762,Karur,Karur,Nandambakkam 13,248/971,15.5165,1670186.97,8.8,16,Joint,Industrial,Saline,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,90.0,Delayed,Medium,11.00462244492711,78.07989149198997,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003763,Villupuram,Villupuram,Manapakkam 6,281/1105,12.8547,1383667.36,6.9,20,Joint,Coastal,Red Soil,Yes,No,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,165.0,Delayed,High,11.885215647768876,79.44468427071236,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003764,Thanjavur,Thanjavur,Karanai 17,310/1222,13.9601,1502647.88,6.6,10,Joint,Residential,Loamy,Yes,Yes,Not Available,No,No,Verification completed,No,Yes,No,No,139.0,Delayed,High,10.844926541847409,79.13450247141779,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003765,Kancheepuram,Kancheepuram,Karanai 15,202/792,26.0447,2803430.79,6.5,8,Joint,Agricultural,Loamy,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,96.0,Delayed,Medium,12.87158917749669,79.66930457786681,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003766,Kancheepuram,Kancheepuram,Sholinganallur 1,200/784,17.4414,1877379.96,8.2,5,Joint,Commercial,Black Cotton,No,Yes,Not Available,No,No,Verification completed,Yes,Yes,No,No,70.0,Delayed,Medium,12.782017243653248,79.64355818009854,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003767,Namakkal,Namakkal,Neelambur 19,334/1303,5.2073,560511.14,7.5,18,Joint,Residential,Alluvial,No,No,Not Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,186.0,Delayed,High,11.197721447396724,78.16049823649216,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003768,Karur,Karur,Sriperumbudur 1,366/1438,17.1608,1847170.51,7.4,11,Joint,Commercial,Alluvial,No,No,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.951479520518475,78.07511012029914,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003769,Villupuram,Villupuram,Samayapuram 2,393/1551,11.4462,1232056.05,8.8,19,Joint,Industrial,Saline,No,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,228.0,Delayed,High,11.890636431146923,79.52409162472317,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003770,Tiruchirappalli,Tiruchirappalli,Padur 2,164/641,23.0923,2485638.69,7.5,17,Joint,Barren,Alluvial,Yes,Yes,Not Available,Yes,Yes,Withheld pending court,No,Yes,No,Yes,335.0,Delayed,High,10.846169275043144,78.7407540400088,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003771,Vellore,Vellore,Oragadam 6,207/814,8.3574,899587.09,6.7,15,Joint,Barren,Red Soil,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.917220744301812,79.06046480072936,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003772,Tiruchirappalli,Tiruchirappalli,Pudur 3,163/635,6.0016,646011.78,6.2,15,Joint,Agricultural,Loamy,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,386.0,Delayed,High,10.836081815179416,78.71517291472418,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003773,Chennai,Chennai,Padur 16,258/1013,12.0409,1296073.24,7.3,18,Joint,Coastal,Urban Fill,Yes,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,216.0,Delayed,High,13.093822194051132,80.24137008860637,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003774,Vellore,Vellore,Pammalur 10,62/245,19.7191,2122547.63,7.3,14,Joint,Residential,Urban Fill,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,188.0,Delayed,High,12.935584251109312,79.0698617902443,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003775,Tiruchirappalli,Tiruchirappalli,Perungalathur 8,210/826,24.7188,2660714.56,7.1,16,Joint,Residential,Red Soil,No,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,146.0,Delayed,High,10.787169300572083,78.70175112289752,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003776,Chengalpattu,Chengalpattu,Nandambakkam 12,95/363,19.4386,2092355.72,6.3,16,Joint,Residential,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,218.0,Delayed,High,12.71451831262023,80.00411050092981,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003777,Erode,Erode,Sriperumbudur 14,261/1022,4.1334,444913.89,8.4,12,Joint,Industrial,Saline,Yes,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.396173379907736,77.74029355338403,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003778,Erode,Erode,Neelambur 4,412/1633,10.4636,1126288.35,8.7,7,Joint,Forest,Saline,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,268.0,Delayed,High,11.3963092562731,77.70728487535222,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003779,Chengalpattu,Chengalpattu,Sriperumbudur 16,477/1891,12.095,1301893.24,6.2,10,Joint,Forest,Sandy,No,No,Available,No,No,Verification pending,Yes,Yes,Yes,No,0.0,No Delay,Low,12.683107899055669,79.98398614671237,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003780,Coimbatore,Coimbatore,Thogamalai 4,219/857,16.4923,1775215.19,5.7,6,Joint,Forest,Sandy,Yes,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,10.9713434687044,76.98164703645945,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003781,Karur,Karur,Pammalur 3,25/109,14.5515,1566307.18,8.7,9,Joint,Barren,Saline,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,118.0,Delayed,Medium,10.995251127204726,78.01648484413599,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003782,Vellore,Vellore,Ayappan Pattinam 7,115/438,4.6356,498968.84,6.7,15,Joint,Coastal,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,16.0,No Delay,Low,12.877735270524928,79.15753741811199,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003783,Thoothukudi,Thoothukudi,Padur 19,52/202,22.9673,2472179.42,7.1,18,Joint,Forest,Alluvial,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,160.0,Delayed,High,8.707406581204781,78.06642138165671,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003784,Coimbatore,Coimbatore,Pudur 9,371/1458,11.6803,1257261.23,8.9,10,Joint,Industrial,Saline,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,374.0,Delayed,High,11.040888727034403,77.02553841278595,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003785,Chengalpattu,Chengalpattu,Ayappan Pattinam 15,477/1890,22.7164,2445167.68,7.8,10,Joint,Industrial,Alluvial,Yes,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,0.0,No Delay,Low,12.670377479911062,79.93973575327094,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003786,Dharmapuri,Dharmapuri,Padur 11,272/1064,7.4404,800880.61,6.5,9,Joint,Commercial,Red Soil,No,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,233.0,Delayed,High,12.17283851685212,78.18729376558214,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003787,Tirunelveli,Tirunelveli,Siruseri 8,88/340,15.1048,1625862.51,6.1,11,Joint,Commercial,Sandy,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,35.0,No Delay,Low,8.704889921988181,77.71761018751577,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003788,Karur,Karur,Kelambakkam 6,10/41,18.4636,1987403.88,6.8,12,Joint,Residential,Red Soil,No,No,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,10.987096097289465,78.03287302176979,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003789,Chengalpattu,Chengalpattu,Neelambur 16,473/1874,20.3465,2190075.27,6.9,9,Joint,Barren,Loamy,No,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.669886950054588,80.0481728429295,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003790,Namakkal,Namakkal,Madhavaram 3,156/608,3.3466,360229.44,8.5,10,Joint,Barren,Saline,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.27071961807648,78.16195231094713,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003791,Thoothukudi,Thoothukudi,Nandambakkam 7,56/215,24.832,2672891.79,7.1,17,Joint,Forest,Urban Fill,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,8.747338633901599,78.04379993130243,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003792,Tirunelveli,Tirunelveli,Siruseri 8,88/340,15.0511,1620090.13,6.6,11,Joint,Commercial,Sandy,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,35.0,No Delay,Low,8.70889327837642,77.70212075490137,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003793,Coimbatore,Coimbatore,Karanai 4,126/490,24.1834,2603074.74,6.7,14,Joint,Coastal,Red Soil,Yes,Yes,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,0.0,No Delay,Low,10.986085152453052,77.01107369043861,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003794,Chengalpattu,Chengalpattu,Kelambakkam 1,321/1259,3.5727,384567.54,8.1,15,Joint,Barren,Black Cotton,No,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,232.0,Delayed,High,12.733370697712283,80.02414964329367,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003795,Salem,Salem,Samayapuram 20,431/1712,16.528,1779060.68,7.5,7,Joint,Coastal,Black Cotton,Yes,Yes,Not Available,No,No,Withheld pending court,Yes,Yes,No,No,432.0,Delayed,High,11.634578135431736,78.13232993665589,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003796,Erode,Erode,Sriperumbudur 1,137/528,18.2335,1962633.54,6.8,5,Joint,Commercial,Red Soil,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,196.0,Delayed,High,11.37030434927805,77.77035280289705,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003797,Namakkal,Namakkal,Pammalur 1,339/1319,12.1655,1309488.38,6.4,10,Joint,Forest,Red Soil,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.256323763339608,78.11389870896751,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003798,Karur,Karur,Oragadam 18,29/125,5.6624,609491.22,6.5,5,Joint,Barren,Red Soil,No,No,Available,No,No,To be paid,Yes,Yes,Yes,No,0.0,No Delay,Low,10.966607422051766,78.03857133515255,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003799,Tiruchirappalli,Tiruchirappalli,Kallikudi 16,6/20,22.0728,2375900.24,7.5,6,Joint,Forest,Alluvial,No,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,202.0,Delayed,High,10.754639266112768,78.76371449449364,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003800,Karur,Karur,Karanai 12,24/106,17.1833,1849593.79,6.2,17,Joint,Commercial,Sandy,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.957978551387118,78.13866549323049,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003801,Tiruchirappalli,Tiruchirappalli,Kelambakkam 4,449/1772,25.4781,2742435.16,6.1,19,Joint,Commercial,Sandy,Yes,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.81811105458776,78.75246224444778,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003802,Villupuram,Villupuram,Padur 5,284/1117,13.3775,1439942.16,6.6,12,Joint,Commercial,Red Soil,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.989400540237936,79.47520685077616,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003803,Villupuram,Villupuram,Manapakkam 1,391/1546,4.5705,491959.42,7.1,20,Joint,Commercial,Urban Fill,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,285.0,Delayed,High,11.966870085824818,79.52721195358389,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003804,Karur,Karur,Perungalathur 20,10/42,4.1805,449983.91,8.7,12,Joint,Forest,Saline,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,10.96685123459314,78.01408692529562,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003805,Karur,Karur,Karanai 20,11/43,12.2062,1313860.0,6.7,5,Joint,Industrial,Loamy,Yes,Yes,Not Available,No,No,To be paid,No,Yes,No,No,0.0,No Delay,Low,10.999174570994674,78.07708394316468,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003806,Erode,Erode,Thogamalai 11,411/1629,5.0108,539358.5,7.2,13,Joint,Forest,Black Cotton,Yes,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.38086257782402,77.70925392070576,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003807,Thoothukudi,Thoothukudi,Padur 17,51/197,14.1815,1526480.94,6.6,14,Joint,Barren,Red Soil,Yes,Yes,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,153.0,Delayed,High,8.812761812909953,78.0078120720032,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003808,Tiruvallur,Tiruvallur,Samayapuram 6,76/299,7.6719,825799.85,6.2,14,Joint,Industrial,Sandy,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,139.0,Delayed,High,13.179726702345828,79.88900084110048,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003809,Madurai,Madurai,Sriperumbudur 4,253/996,8.1812,880616.44,6.5,15,Joint,Agricultural,Loamy,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,9.91142756132584,78.13871387905057,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003810,Thanjavur,Thanjavur,Neelambur 15,296/1165,17.5766,1891928.13,7.3,13,Joint,Commercial,Urban Fill,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,10.835030565092785,79.13451771799748,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003811,Vellore,Vellore,Karanai 7,115/440,7.8366,843529.44,7.3,15,Joint,Barren,Urban Fill,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,16.0,No Delay,Low,12.90879138487391,79.14643727580373,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003812,Coimbatore,Coimbatore,Padur 12,218/854,21.8598,2352964.5,6.7,7,Joint,Agricultural,Red Soil,Yes,Yes,Not Available,No,No,Verification pending,Yes,Yes,No,No,0.0,No Delay,Low,11.015813974230744,76.94481512206525,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003813,Namakkal,Namakkal,Kallikudi 20,331/1296,14.7792,1590821.59,7.2,6,Joint,Coastal,Alluvial,Yes,No,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,164.0,Delayed,High,11.205986913271358,78.19609184278454,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003814,Coimbatore,Coimbatore,Neelambur 9,217/850,14.1473,1522799.23,7.1,11,Joint,Barren,Urban Fill,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,253.0,Delayed,High,11.066484038286925,76.93092798238543,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003815,Thanjavur,Thanjavur,Nandambakkam 7,189/735,16.9728,1826935.6,6.8,12,Joint,Commercial,Loamy,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,10.826982341922644,79.06356334514702,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003816,Karur,Karur,Pudur 20,32/138,16.9332,1822677.21,6.6,15,Joint,Residential,Red Soil,No,No,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,10.98027198852,78.0395063753289,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003817,Erode,Erode,Madhavaram 4,222/868,3.3036,355592.06,7.9,13,Joint,Forest,Black Cotton,No,Yes,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,149.0,Delayed,High,11.382211800842322,77.72832738519895,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003818,Villupuram,Villupuram,Padur 10,390/1541,23.2526,2502892.06,7.2,5,Joint,Forest,Urban Fill,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,186.0,Delayed,High,11.892654980963108,79.49867798164335,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003819,Thoothukudi,Thoothukudi,Padur 19,305/1203,7.394,795883.55,6.9,9,Joint,Industrial,Loamy,Yes,Yes,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,499.0,Delayed,High,8.703105192647323,78.06702536754074,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003820,Salem,Salem,Siruseri 6,432/1714,23.9642,2579486.16,7.2,7,Joint,Forest,Alluvial,No,No,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.605817263324376,78.19470344147489,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003821,Tiruchirappalli,Tiruchirappalli,Padur 3,61/243,19.6311,2113077.64,6.7,19,Joint,Barren,Loamy,No,No,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,71.0,Delayed,Medium,10.784057502397046,78.73352093904154,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003822,Tiruchirappalli,Tiruchirappalli,Padur 11,6/22,9.7788,1052582.81,6.8,6,Joint,Agricultural,Loamy,No,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,202.0,Delayed,High,10.838222225871329,78.6688123764596,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003823,Dharmapuri,Dharmapuri,Ayappan Pattinam 5,269/1052,19.2378,2070741.57,6.2,20,Joint,Commercial,Sandy,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,113.0,Delayed,Medium,12.13864790561142,78.11222816119972,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003824,Tirunelveli,Tirunelveli,Thogamalai 6,88/343,13.0291,1402444.96,7.8,11,Joint,Barren,Black Cotton,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,35.0,No Delay,Low,8.773486451407575,77.73386441548237,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003825,Vellore,Vellore,Sriperumbudur 17,289/1140,6.235,671124.85,7.2,14,Joint,Commercial,Alluvial,Yes,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,60.0,No Delay,Low,12.87292740073548,79.1342111216149,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003826,Cuddalore,Cuddalore,Sriperumbudur 7,439/1735,5.6026,603057.1,6.7,17,Joint,Residential,Red Soil,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,193.0,Delayed,High,11.762085409419337,79.65648061671368,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003827,Tiruchirappalli,Tiruchirappalli,Siruseri 14,166/647,4.1317,444732.41,8.1,15,Joint,Barren,Black Cotton,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,303.0,Delayed,High,10.744747044453394,78.65216146544304,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003828,Dharmapuri,Dharmapuri,Nandambakkam 11,269/1055,20.898,2249437.78,7.4,20,Joint,Commercial,Alluvial,Yes,Yes,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,113.0,Delayed,Medium,12.122682153822948,78.11965820354392,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003829,Namakkal,Namakkal,Samayapuram 1,336/1309,22.8183,2456136.41,8.0,6,Joint,Residential,Black Cotton,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,28.0,No Delay,Low,11.216505456093657,78.13740580876447,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003830,Erode,Erode,Perungalathur 5,74/288,23.5967,2539928.13,8.3,5,Joint,Agricultural,Saline,No,Yes,Not Available,No,No,Verification completed,No,Yes,No,No,194.0,Delayed,High,11.380375926363438,77.69687244556,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003831,Salem,Salem,Kelambakkam 5,434/1723,3.8643,415950.31,6.3,19,Joint,Coastal,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,153.0,Delayed,High,11.640706433445608,78.22124677260545,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003832,Ranipet,Ranipet,Pammalur 2,103/390,8.5636,921782.05,7.3,7,Joint,Coastal,Red Soil,Yes,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.875446450293309,79.3682809832955,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003833,Villupuram,Villupuram,Padur 10,393/1552,4.48,482221.75,6.8,19,Joint,Barren,Red Soil,No,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,228.0,Delayed,High,11.900444282912918,79.47054750897554,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003834,Chengalpattu,Chengalpattu,Sriperumbudur 15,323/1267,3.4163,367728.61,6.6,5,Joint,Coastal,Red Soil,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,315.0,Delayed,High,12.669770216795104,80.01733063097312,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003835,Erode,Erode,Siruseri 20,70/271,16.103,1733311.73,7.6,15,Joint,Forest,Urban Fill,No,No,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,223.0,Delayed,High,11.360761162374391,77.75172047400973,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003836,Tiruchirappalli,Tiruchirappalli,Samayapuram 12,356/1391,4.2402,456415.4,7.3,15,Joint,Industrial,Urban Fill,No,No,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,228.0,Delayed,High,10.805561401284786,78.77478577224497,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003837,Ranipet,Ranipet,Oragadam 5,99/378,24.0968,2593757.27,6.3,18,Joint,Industrial,Sandy,No,Yes,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,188.0,Delayed,High,12.88713706364672,79.36368184291398,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003838,Karur,Karur,Pudur 18,291/1151,14.1945,1527878.85,7.3,8,Joint,Coastal,Alluvial,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,105.0,Delayed,Medium,10.919949341414886,78.01543871112005,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003839,Thoothukudi,Thoothukudi,Sholinganallur 12,465/1842,25.2998,2723243.64,7.8,17,Joint,Coastal,Black Cotton,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,220.0,Delayed,High,8.821142267541276,78.05637338971813,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003840,Thoothukudi,Thoothukudi,Kelambakkam 20,462/1830,11.3578,1222546.98,6.5,15,Joint,Coastal,Loamy,Yes,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,172.0,Delayed,High,8.730044329424851,78.02993847923526,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003841,Thanjavur,Thanjavur,Madhavaram 12,422/1672,15.4965,1668033.69,8.3,10,Joint,Agricultural,Saline,No,Yes,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,0.0,No Delay,Low,10.753881009228753,79.18005598412547,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_003842,Thanjavur,Thanjavur,Samayapuram 6,243/949,18.7896,2022500.36,6.8,8,Joint,Agricultural,Red Soil,No,Yes,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,85.0,Delayed,Medium,10.741768134487945,79.14158793481508,AcquiSight 20K Synthetic Augmented Dataset
