parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude
454,118,Manapakkam 6,Vellore,Vellore,Tamil Nadu,13.41,Commercial,Saline,Non-Irrigated,15135378,17153350,12.89481,79.16716
455,118,Samayapuram 11,Vellore,Vellore,Tamil Nadu,13.29,Barren,Alluvial,Non-Irrigated,18896946,25495904,12.92286,79.15733
456,119,Pammalur 17,Thanjavur,Thanjavur,Tamil Nadu,8.44,Industrial,Red Soil,Partly Irrigated,16581553,18577302,10.74531,79.10856
457,119,Kallikudi 10,Thanjavur,Thanjavur,Tamil Nadu,12.23,Residential,Red Soil,Non-Irrigated,9427262,11698015,10.73648,79.10831
458,119,Siruseri 5,Thanjavur,Thanjavur,Tamil Nadu,11.32,Commercial,Black Cotton,Partly Irrigated,16798037,21705090,10.73276,79.14608
459,119,Kallikudi 7,Thanjavur,Thanjavur,Tamil Nadu,3.85,Barren,Red Soil,Irrigated,18604490,22685681,10.82754,79.12436
460,119,Thogamalai 5,Thanjavur,Thanjavur,Tamil Nadu,23.05,Industrial,Alluvial,Irrigated,8995298,10278526,10.82901,79.15674
461,120,Ayappan Pattinam 1,Thanjavur,Thanjavur,Tamil Nadu,23.43,Commercial,Urban Fill,Irrigated,50551090,53848940,10.83052,79.20021
462,120,Perungalathur 10,Thanjavur,Thanjavur,Tamil Nadu,9.07,Forest,Loamy,Non-Irrigated,55648576,64797999,10.77257,79.19703
463,120,Kallikudi 14,Thanjavur,Thanjavur,Tamil Nadu,10.1,Commercial,Alluvial,Irrigated,35354575,46350683,10.77919,79.17697
464,120,Sriperumbudur 16,Thanjavur,Thanjavur,Tamil Nadu,3.82,Barren,Urban Fill,Partly Irrigated,31364767,36351649,10.81317,79.11058
465,121,Siruseri 2,Thanjavur,Thanjavur,Tamil Nadu,19.88,Agricultural,Sandy,Partly Irrigated,13599205,14507661,10.78433,79.17906
466,121,Ayappan Pattinam 16,Thanjavur,Thanjavur,Tamil Nadu,11.77,Coastal,Red Soil,Partly Irrigated,14228232,15768385,10.78809,79.17992
467,121,Sriperumbudur 7,Thanjavur,Thanjavur,Tamil Nadu,12.46,Commercial,Red Soil,Irrigated,11753880,12539426,10.79278,79.11958
468,121,Siruseri 2,Thanjavur,Thanjavur,Tamil Nadu,12.8,Commercial,Red Soil,Non-Irrigated,12379824,13897354,10.7839,79.17972
469,121,Padur 14,Thanjavur,Thanjavur,Tamil Nadu,3.36,Coastal,Sandy,Irrigated,9505726,11211713,10.75977,79.10459
470,121,Madhavaram 3,Thanjavur,Thanjavur,Tamil Nadu,15.85,Residential,Sandy,Irrigated,17057093,21541165,10.83392,79.1279
471,122,Perungalathur 20,Thanjavur,Thanjavur,Tamil Nadu,3.96,Industrial,Sandy,Non-Irrigated,15135850,16583429,10.83623,79.11814
472,122,Ayappan Pattinam 11,Thanjavur,Thanjavur,Tamil Nadu,23.21,Commercial,Alluvial,Irrigated,12855365,14827896,10.83476,79.10581
473,123,Kallikudi 14,Coimbatore,Coimbatore,Tamil Nadu,11.44,Barren,Black Cotton,Irrigated,43636583,46971475,10.95589,77.00412
474,123,Thogamalai 14,Coimbatore,Coimbatore,Tamil Nadu,15.45,Agricultural,Red Soil,Irrigated,34472729,39535325,10.96043,76.98521
475,123,Sholinganallur 8,Coimbatore,Coimbatore,Tamil Nadu,7.15,Coastal,Urban Fill,Non-Irrigated,36227917,42109400,11.02405,76.91356
476,123,Sholinganallur 14,Coimbatore,Coimbatore,Tamil Nadu,23.03,Industrial,Alluvial,Irrigated,51325689,55638051,10.96843,76.96052
477,123,Perungalathur 14,Coimbatore,Coimbatore,Tamil Nadu,13.26,Coastal,Urban Fill,Irrigated,59397920,72838799,11.03842,76.98057
478,123,Pudur 14,Coimbatore,Coimbatore,Tamil Nadu,3.36,Coastal,Sandy,Irrigated,36355186,38849935,11.01224,76.933
479,124,Neelambur 5,Coimbatore,Coimbatore,Tamil Nadu,8.84,Forest,Sandy,Partly Irrigated,42586310,45372618,11.05171,76.93377
480,124,Pammalur 11,Coimbatore,Coimbatore,Tamil Nadu,3.72,Industrial,Urban Fill,Irrigated,63652379,70321188,11.02078,76.92892
481,124,Padur 20,Coimbatore,Coimbatore,Tamil Nadu,12.81,Industrial,Urban Fill,Partly Irrigated,54488334,64485529,10.98342,76.95687
482,124,Kelambakkam 1,Coimbatore,Coimbatore,Tamil Nadu,4.81,Residential,Black Cotton,Irrigated,36369730,39655809,11.01624,76.92628
483,124,Thogamalai 5,Coimbatore,Coimbatore,Tamil Nadu,21.61,Agricultural,Black Cotton,Irrigated,53068175,58508024,10.97437,76.99718
484,124,Sholinganallur 6,Coimbatore,Coimbatore,Tamil Nadu,23.2,Industrial,Sandy,Partly Irrigated,37694304,46206303,10.98317,76.93002
485,125,Kelambakkam 17,Coimbatore,Coimbatore,Tamil Nadu,4.62,Residential,Urban Fill,Partly Irrigated,29582787,37574407,10.99059,76.96449
486,125,Manapakkam 2,Coimbatore,Coimbatore,Tamil Nadu,21.01,Coastal,Saline,Partly Irrigated,43291367,57853733,11.04992,76.92369
487,125,Oragadam 9,Coimbatore,Coimbatore,Tamil Nadu,5.74,Barren,Loamy,Irrigated,66985901,77301251,10.9889,76.99423
488,126,Thogamalai 19,Coimbatore,Coimbatore,Tamil Nadu,24.96,Commercial,Saline,Partly Irrigated,13206046,16362959,11.0163,76.91844
489,126,Madhavaram 10,Coimbatore,Coimbatore,Tamil Nadu,15.87,Commercial,Loamy,Non-Irrigated,14960513,16427116,11.06054,76.98297
490,126,Karanai 4,Coimbatore,Coimbatore,Tamil Nadu,24.06,Coastal,Red Soil,Partly Irrigated,15683172,17248935,10.98715,77.01238
491,126,Thogamalai 10,Coimbatore,Coimbatore,Tamil Nadu,23.57,Industrial,Red Soil,Irrigated,9200406,10518270,10.98491,76.9914
492,127,Pudur 9,Coimbatore,Coimbatore,Tamil Nadu,22.17,Coastal,Saline,Partly Irrigated,52804202,63525632,11.04675,77.00294
493,127,Neelambur 1,Coimbatore,Coimbatore,Tamil Nadu,11.33,Agricultural,Alluvial,Irrigated,62821806,71804535,11.04874,76.93561
494,127,Nandambakkam 9,Coimbatore,Coimbatore,Tamil Nadu,10.63,Coastal,Loamy,Irrigated,65951769,80402293,11.04749,76.93326
495,127,Nandambakkam 9,Coimbatore,Coimbatore,Tamil Nadu,7.44,Agricultural,Black Cotton,Non-Irrigated,39994176,53547357,11.05834,76.92534
496,127,Sholinganallur 6,Coimbatore,Coimbatore,Tamil Nadu,12.72,Agricultural,Loamy,Partly Irrigated,45503622,49162623,10.98469,76.93562
497,128,Manapakkam 7,Coimbatore,Coimbatore,Tamil Nadu,6.25,Forest,Red Soil,Non-Irrigated,27529033,30332670,10.9972,76.90988
498,128,Kelambakkam 18,Coimbatore,Coimbatore,Tamil Nadu,20.49,Commercial,Red Soil,Irrigated,49582357,60602984,10.98918,77.0062
499,128,Kallikudi 15,Coimbatore,Coimbatore,Tamil Nadu,13.8,Agricultural,Sandy,Partly Irrigated,39441831,46374170,11.06488,76.91537
500,128,Ayappan Pattinam 14,Coimbatore,Coimbatore,Tamil Nadu,10.96,Residential,Red Soil,Non-Irrigated,80388046,85617518,10.97187,76.92644
501,128,Siruseri 3,Coimbatore,Coimbatore,Tamil Nadu,12.06,Commercial,Red Soil,Non-Irrigated,40766779,50273732,11.05722,76.91038
502,129,Thogamalai 14,Coimbatore,Coimbatore,Tamil Nadu,5.07,Agricultural,Sandy,Non-Irrigated,41348594,46877013,10.97136,76.99276
503,129,Oragadam 17,Coimbatore,Coimbatore,Tamil Nadu,11.14,Barren,Sandy,Irrigated,25708835,29269982,10.9707,76.95775
504,129,Neelambur 19,Coimbatore,Coimbatore,Tamil Nadu,8.86,Industrial,Urban Fill,Partly Irrigated,50727785,54815674,11.07438,77.00409
505,130,Manapakkam 12,Coimbatore,Coimbatore,Tamil Nadu,13.19,Coastal,Loamy,Irrigated,20891599,22919384,10.96621,76.98786
506,130,Madhavaram 15,Coimbatore,Coimbatore,Tamil Nadu,15.13,Coastal,Black Cotton,Non-Irrigated,11841727,15284724,11.0067,76.92116
507,131,Siruseri 6,Tiruvallur,Tiruvallur,Tamil Nadu,15.47,Barren,Alluvial,Irrigated,15606882,20189084,13.17646,79.86249
508,131,Siruseri 8,Tiruvallur,Tiruvallur,Tamil Nadu,17.27,Barren,Urban Fill,Non-Irrigated,10473137,13505729,13.17911,79.87426
509,131,Perungalathur 20,Tiruvallur,Tiruvallur,Tamil Nadu,18.27,Agricultural,Red Soil,Irrigated,12140045,16131498,13.11516,79.94585
510,131,Oragadam 6,Tiruvallur,Tiruvallur,Tamil Nadu,16.74,Forest,Sandy,Irrigated,22946172,27692239,13.18581,79.87607
511,132,Oragadam 1,Tiruvallur,Tiruvallur,Tamil Nadu,7.18,Residential,Sandy,Irrigated,15128328,16272852,13.1827,79.92096
512,132,Kallikudi 9,Tiruvallur,Tiruvallur,Tamil Nadu,18.79,Industrial,Saline,Partly Irrigated,9502787,11004167,13.10833,79.87276
513,133,Samayapuram 11,Tiruvallur,Tiruvallur,Tamil Nadu,8.5,Coastal,Alluvial,Non-Irrigated,10905072,12815682,13.16363,79.8493
514,133,Kallikudi 1,Tiruvallur,Tiruvallur,Tamil Nadu,7.19,Commercial,Red Soil,Non-Irrigated,10599293,13297945,13.14594,79.93467
515,133,Kallikudi 17,Tiruvallur,Tiruvallur,Tamil Nadu,4.53,Agricultural,Saline,Partly Irrigated,19548489,26041657,13.18655,79.95465
516,133,Manapakkam 8,Tiruvallur,Tiruvallur,Tamil Nadu,7.71,Commercial,Sandy,Irrigated,10645961,13854069,13.09756,79.95637
517,133,Perungalathur 12,Tiruvallur,Tiruvallur,Tamil Nadu,12.86,Barren,Loamy,Irrigated,22694272,30579025,13.18137,79.86001
518,133,Padur 10,Tiruvallur,Tiruvallur,Tamil Nadu,21.66,Barren,Black Cotton,Non-Irrigated,9548455,11525131,13.14246,79.90882
519,134,Perungalathur 5,Tiruvallur,Tiruvallur,Tamil Nadu,16.63,Coastal,Black Cotton,Non-Irrigated,9827623,11780131,13.20667,79.94923
520,134,Pudur 3,Tiruvallur,Tiruvallur,Tamil Nadu,17.67,Coastal,Alluvial,Partly Irrigated,17768571,20880263,13.15611,79.84125
521,134,Neelambur 15,Tiruvallur,Tiruvallur,Tamil Nadu,20.65,Residential,Alluvial,Non-Irrigated,14580619,17626850,13.08867,79.92453
522,134,Karanai 9,Tiruvallur,Tiruvallur,Tamil Nadu,3.64,Industrial,Red Soil,Irrigated,7109244,8709700,13.1843,79.86387
523,135,Samayapuram 7,Erode,Erode,Tamil Nadu,16.54,Agricultural,Saline,Non-Irrigated,15378020,16832213,11.33278,77.72781
524,135,Samayapuram 4,Erode,Erode,Tamil Nadu,9.79,Barren,Saline,Partly Irrigated,10942072,13355254,11.33248,77.72444
525,135,Siruseri 9,Erode,Erode,Tamil Nadu,16.73,Agricultural,Sandy,Irrigated,15779823,17968844,11.34419,77.70378
526,136,Kelambakkam 15,Erode,Erode,Tamil Nadu,3.68,Industrial,Red Soil,Non-Irrigated,41090077,48248953,11.35566,77.70674
527,136,Samayapuram 15,Erode,Erode,Tamil Nadu,17.16,Industrial,Black Cotton,Non-Irrigated,49419670,58889910,11.32919,77.71797
528,137,Sriperumbudur 1,Erode,Erode,Tamil Nadu,18.29,Commercial,Red Soil,Irrigated,72031951,86128079,11.36741,77.76373
529,137,Karanai 16,Erode,Erode,Tamil Nadu,16.28,Agricultural,Saline,Irrigated,46672485,52547693,11.3894,77.76928
530,137,Manapakkam 16,Erode,Erode,Tamil Nadu,23.89,Residential,Alluvial,Partly Irrigated,44654708,55942271,11.32945,77.76288
531,137,Padur 7,Erode,Erode,Tamil Nadu,5.14,Agricultural,Urban Fill,Irrigated,50685301,55961781,11.32807,77.78391
532,137,Ayappan Pattinam 14,Erode,Erode,Tamil Nadu,20.45,Residential,Alluvial,Irrigated,30182575,36548918,11.30513,77.66251
533,137,Pammalur 3,Erode,Erode,Tamil Nadu,7.46,Forest,Red Soil,Irrigated,78150662,99052825,11.36656,77.71815
534,138,Kelambakkam 1,Erode,Erode,Tamil Nadu,21.81,Residential,Black Cotton,Partly Irrigated,61459530,70015845,11.32477,77.66653
535,138,Nandambakkam 2,Erode,Erode,Tamil Nadu,19.68,Agricultural,Sandy,Non-Irrigated,56660905,61233700,11.38846,77.70222
536,138,Pudur 18,Erode,Erode,Tamil Nadu,20.57,Forest,Loamy,Non-Irrigated,80806660,96731181,11.34746,77.71576
537,138,Neelambur 16,Erode,Erode,Tamil Nadu,10.07,Agricultural,Black Cotton,Partly Irrigated,47966739,61267881,11.356,77.74602
538,139,Neelambur 2,Erode,Erode,Tamil Nadu,9.68,Industrial,Urban Fill,Non-Irrigated,69866011,90957672,11.30433,77.74582
539,139,Nandambakkam 4,Erode,Erode,Tamil Nadu,17.13,Coastal,Saline,Partly Irrigated,58199069,71986410,11.36858,77.68045
540,139,Thogamalai 7,Erode,Erode,Tamil Nadu,3.58,Barren,Black Cotton,Non-Irrigated,40943934,50356132,11.29594,77.75834
541,140,Padur 19,Erode,Erode,Tamil Nadu,24.03,Commercial,Urban Fill,Partly Irrigated,9462209,10426887,11.38433,77.73968
542,140,Sholinganallur 3,Erode,Erode,Tamil Nadu,12.54,Forest,Red Soil,Non-Irrigated,14221859,17036304,11.36316,77.67727
543,140,Neelambur 4,Erode,Erode,Tamil Nadu,24.97,Barren,Black Cotton,Irrigated,18964037,20396934,11.38133,77.71226
544,140,Padur 1,Erode,Erode,Tamil Nadu,16.35,Commercial,Urban Fill,Irrigated,9957652,11736497,11.39508,77.70449
545,140,Karanai 18,Erode,Erode,Tamil Nadu,21.45,Barren,Black Cotton,Non-Irrigated,15183374,19698485,11.36114,77.74695
546,140,Ayappan Pattinam 10,Erode,Erode,Tamil Nadu,14.92,Coastal,Loamy,Irrigated,5360138,6812269,11.34612,77.69204
547,141,Siruseri 1,Erode,Erode,Tamil Nadu,5.34,Residential,Sandy,Partly Irrigated,21110825,25055793,11.36706,77.74569
548,141,Perungalathur 17,Erode,Erode,Tamil Nadu,17.26,Forest,Saline,Irrigated,20343282,27192727,11.29241,77.73626
549,141,Karanai 12,Erode,Erode,Tamil Nadu,16.11,Barren,Red Soil,Partly Irrigated,21561277,23135420,11.32232,77.71196
550,142,Sriperumbudur 14,Erode,Erode,Tamil Nadu,14.03,Industrial,Alluvial,Irrigated,28183525,37283958,11.40399,77.74102
551,142,Thogamalai 1,Erode,Erode,Tamil Nadu,15.93,Agricultural,Saline,Irrigated,40807454,48811852,11.37794,77.67987
552,142,Sriperumbudur 20,Erode,Erode,Tamil Nadu,15.47,Forest,Saline,Irrigated,62659454,77568737,11.35872,77.66102
553,142,Neelambur 14,Erode,Erode,Tamil Nadu,19.6,Industrial,Alluvial,Irrigated,45183030,53544303,11.32199,77.72886
554,142,Karanai 7,Erode,Erode,Tamil Nadu,10.49,Barren,Black Cotton,Partly Irrigated,46497425,52764824,11.37885,77.66766
555,142,Pammalur 5,Erode,Erode,Tamil Nadu,19.88,Commercial,Black Cotton,Non-Irrigated,42207066,55230910,11.38239,77.7566
556,143,Pammalur 9,Erode,Erode,Tamil Nadu,24.77,Agricultural,Red Soil,Irrigated,15086935,17621651,11.35645,77.71566
557,143,Siruseri 5,Erode,Erode,Tamil Nadu,16.54,Residential,Loamy,Irrigated,18007956,21126864,11.28194,77.74656
558,143,Sholinganallur 17,Erode,Erode,Tamil Nadu,3.31,Forest,Loamy,Irrigated,19531300,25579081,11.30537,77.68852
559,143,Pudur 7,Erode,Erode,Tamil Nadu,17.11,Industrial,Red Soil,Partly Irrigated,16271227,21866009,11.31749,77.74866
560,144,Sriperumbudur 5,Erode,Erode,Tamil Nadu,24.0,Coastal,Black Cotton,Irrigated,64463818,72987847,11.34772,77.66594
561,144,Neelambur 10,Erode,Erode,Tamil Nadu,21.86,Commercial,Saline,Partly Irrigated,38710801,44546738,11.27777,77.67973
562,144,Perungalathur 17,Erode,Erode,Tamil Nadu,13.63,Coastal,Loamy,Irrigated,29525155,36655067,11.28538,77.73833
563,144,Pammalur 10,Erode,Erode,Tamil Nadu,3.91,Agricultural,Black Cotton,Non-Irrigated,50306652,60741535,11.34962,77.67918
564,145,Samayapuram 1,Madurai,Madurai,Tamil Nadu,16.93,Commercial,Saline,Non-Irrigated,54519604,71202580,9.96324,78.07944
565,145,Pudur 15,Madurai,Madurai,Tamil Nadu,10.3,Commercial,Alluvial,Non-Irrigated,55655341,72889126,9.93704,78.14572
566,145,Manapakkam 4,Madurai,Madurai,Tamil Nadu,15.54,Residential,Red Soil,Non-Irrigated,43087591,48896010,9.87847,78.11916
567,146,Thogamalai 19,Madurai,Madurai,Tamil Nadu,24.98,Coastal,Urban Fill,Non-Irrigated,7821031,9874287,9.92475,78.16077
568,146,Ayappan Pattinam 14,Madurai,Madurai,Tamil Nadu,13.85,Forest,Sandy,Irrigated,9721750,10876756,9.94404,78.14024
569,146,Oragadam 15,Madurai,Madurai,Tamil Nadu,20.33,Coastal,Loamy,Non-Irrigated,15244997,18464092,9.97491,78.12315
570,146,Manapakkam 13,Madurai,Madurai,Tamil Nadu,5.27,Commercial,Sandy,Irrigated,19161807,25383507,9.86995,78.14749
571,147,Pammalur 18,Madurai,Madurai,Tamil Nadu,13.22,Residential,Black Cotton,Non-Irrigated,16094038,17737341,9.87279,78.14298
572,147,Pudur 9,Madurai,Madurai,Tamil Nadu,8.87,Commercial,Urban Fill,Irrigated,14196608,17714900,9.96049,78.16091
573,147,Sholinganallur 2,Madurai,Madurai,Tamil Nadu,14.88,Forest,Black Cotton,Irrigated,16192851,20902451,9.90614,78.15318
574,148,Siruseri 4,Krishnagiri,Krishnagiri,Tamil Nadu,9.2,Commercial,Loamy,Partly Irrigated,31067720,33396738,12.52835,78.25958
575,148,Karanai 11,Krishnagiri,Krishnagiri,Tamil Nadu,20.29,Forest,Urban Fill,Non-Irrigated,36912633,45721865,12.45705,78.23493
576,148,Neelambur 14,Krishnagiri,Krishnagiri,Tamil Nadu,12.12,Coastal,Red Soil,Partly Irrigated,35654614,40929922,12.5579,78.23806
577,148,Kallikudi 20,Krishnagiri,Krishnagiri,Tamil Nadu,3.08,Barren,Sandy,Partly Irrigated,39227881,42011488,12.5299,78.17301
578,149,Pudur 3,Krishnagiri,Krishnagiri,Tamil Nadu,10.89,Barren,Urban Fill,Non-Irrigated,21769182,25047277,12.52234,78.24749
579,149,Karanai 15,Krishnagiri,Krishnagiri,Tamil Nadu,24.63,Coastal,Black Cotton,Partly Irrigated,19773802,21145820,12.50164,78.25683
580,149,Karanai 17,Krishnagiri,Krishnagiri,Tamil Nadu,14.79,Commercial,Alluvial,Partly Irrigated,15259838,16120756,12.5696,78.24777
581,150,Ayappan Pattinam 5,Krishnagiri,Krishnagiri,Tamil Nadu,11.37,Residential,Saline,Irrigated,21950796,29361086,12.52819,78.20945
582,150,Pammalur 9,Krishnagiri,Krishnagiri,Tamil Nadu,24.85,Industrial,Red Soil,Non-Irrigated,9754782,10556688,12.56003,78.25334
583,150,Samayapuram 9,Krishnagiri,Krishnagiri,Tamil Nadu,15.29,Commercial,Red Soil,Non-Irrigated,9083652,11195597,12.51673,78.22018
584,150,Ayappan Pattinam 19,Krishnagiri,Krishnagiri,Tamil Nadu,18.48,Coastal,Urban Fill,Partly Irrigated,18256803,23670330,12.56596,78.26322
585,151,Siruseri 2,Krishnagiri,Krishnagiri,Tamil Nadu,21.11,Residential,Black Cotton,Irrigated,11963696,15656240,12.45564,78.27793
586,151,Karanai 20,Krishnagiri,Krishnagiri,Tamil Nadu,17.11,Coastal,Sandy,Irrigated,15279774,19312390,12.53257,78.19374
587,151,Madhavaram 19,Krishnagiri,Krishnagiri,Tamil Nadu,18.93,Coastal,Urban Fill,Partly Irrigated,11668665,13589732,12.51026,78.22563
588,151,Pudur 7,Krishnagiri,Krishnagiri,Tamil Nadu,13.9,Coastal,Saline,Partly Irrigated,12445289,13628144,12.49578,78.19845
589,152,Nandambakkam 13,Krishnagiri,Krishnagiri,Tamil Nadu,3.8,Coastal,Saline,Non-Irrigated,14043909,16630433,12.56453,78.17884
590,152,Ayappan Pattinam 13,Krishnagiri,Krishnagiri,Tamil Nadu,6.04,Coastal,Red Soil,Partly Irrigated,15598064,17822421,12.55281,78.2421
591,152,Thogamalai 10,Krishnagiri,Krishnagiri,Tamil Nadu,21.36,Commercial,Sandy,Non-Irrigated,16381340,22086289,12.45994,78.27732
592,152,Oragadam 20,Krishnagiri,Krishnagiri,Tamil Nadu,18.98,Industrial,Loamy,Partly Irrigated,11426341,15388607,12.54099,78.25208
593,152,Sriperumbudur 5,Krishnagiri,Krishnagiri,Tamil Nadu,11.57,Industrial,Urban Fill,Non-Irrigated,13356124,16806290,12.52022,78.18622
594,152,Oragadam 12,Krishnagiri,Krishnagiri,Tamil Nadu,21.76,Agricultural,Sandy,Non-Irrigated,14856364,15602646,12.4844,78.1963
595,153,Siruseri 14,Krishnagiri,Krishnagiri,Tamil Nadu,17.62,Coastal,Black Cotton,Partly Irrigated,67059898,79380624,12.5234,78.211
596,153,Thogamalai 2,Krishnagiri,Krishnagiri,Tamil Nadu,14.18,Forest,Saline,Irrigated,36078574,47590089,12.51623,78.18982
597,153,Neelambur 6,Krishnagiri,Krishnagiri,Tamil Nadu,9.24,Forest,Alluvial,Non-Irrigated,43720715,51782969,12.53798,78.1994
598,153,Samayapuram 19,Krishnagiri,Krishnagiri,Tamil Nadu,5.04,Industrial,Loamy,Partly Irrigated,29609658,36657027,12.50687,78.25755
599,153,Kallikudi 11,Krishnagiri,Krishnagiri,Tamil Nadu,22.42,Barren,Saline,Irrigated,70029838,80003327,12.52353,78.17014
600,154,Samayapuram 16,Krishnagiri,Krishnagiri,Tamil Nadu,11.25,Commercial,Red Soil,Non-Irrigated,23091427,25691211,12.52974,78.19761
601,154,Neelambur 17,Krishnagiri,Krishnagiri,Tamil Nadu,11.78,Barren,Black Cotton,Partly Irrigated,18657982,20892028,12.49444,78.23642
602,154,Thogamalai 12,Krishnagiri,Krishnagiri,Tamil Nadu,6.01,Commercial,Alluvial,Irrigated,13967293,14871951,12.46114,78.24092
603,154,Madhavaram 1,Krishnagiri,Krishnagiri,Tamil Nadu,10.6,Agricultural,Urban Fill,Partly Irrigated,11450127,12365825,12.47362,78.22395
604,154,Manapakkam 6,Krishnagiri,Krishnagiri,Tamil Nadu,13.03,Residential,Black Cotton,Irrigated,16128358,17236938,12.47155,78.26422
605,155,Sholinganallur 3,Krishnagiri,Krishnagiri,Tamil Nadu,5.01,Commercial,Loamy,Non-Irrigated,9356671,12461312,12.57008,78.15783
606,155,Samayapuram 6,Krishnagiri,Krishnagiri,Tamil Nadu,20.28,Agricultural,Alluvial,Irrigated,8793294,11497171,12.55172,78.1703
607,155,Kelambakkam 20,Krishnagiri,Krishnagiri,Tamil Nadu,22.48,Commercial,Loamy,Partly Irrigated,10749922,11900760,12.5482,78.15488
608,156,Madhavaram 3,Namakkal,Namakkal,Tamil Nadu,3.52,Barren,Saline,Partly Irrigated,15726907,18968425,11.27241,78.14567
609,156,Samayapuram 4,Namakkal,Namakkal,Tamil Nadu,6.1,Agricultural,Saline,Non-Irrigated,16863997,19980236,11.17401,78.20562
610,157,Kallikudi 20,Namakkal,Namakkal,Tamil Nadu,11.7,Barren,Red Soil,Non-Irrigated,12113621,14041682,11.20701,78.19703
611,157,Oragadam 5,Namakkal,Namakkal,Tamil Nadu,4.4,Forest,Loamy,Non-Irrigated,11405649,13827327,11.24162,78.20879
612,157,Sholinganallur 2,Namakkal,Namakkal,Tamil Nadu,8.39,Commercial,Saline,Non-Irrigated,6891271,7755147,11.20331,78.17913
613,157,Karanai 5,Namakkal,Namakkal,Tamil Nadu,13.99,Forest,Red Soil,Partly Irrigated,6000662,6441477,11.22127,78.12657
614,157,Pammalur 6,Namakkal,Namakkal,Tamil Nadu,16.38,Coastal,Saline,Non-Irrigated,11052272,12039754,11.2433,78.17126
615,158,Nandambakkam 4,Namakkal,Namakkal,Tamil Nadu,19.67,Industrial,Sandy,Partly Irrigated,39704014,46857458,11.25665,78.2038
616,158,Pudur 1,Namakkal,Namakkal,Tamil Nadu,19.24,Forest,Sandy,Irrigated,58557825,69374512,11.17886,78.12533
617,158,Perungalathur 3,Namakkal,Namakkal,Tamil Nadu,14.73,Residential,Saline,Non-Irrigated,57107175,73590245,11.25651,78.19243
618,159,Thogamalai 6,Namakkal,Namakkal,Tamil Nadu,5.79,Coastal,Urban Fill,Non-Irrigated,13243565,14786392,11.23244,78.14222
619,159,Samayapuram 12,Namakkal,Namakkal,Tamil Nadu,22.22,Barren,Sandy,Partly Irrigated,16487899,19411601,11.17492,78.1867
620,159,Ayappan Pattinam 6,Namakkal,Namakkal,Tamil Nadu,18.62,Barren,Red Soil,Non-Irrigated,9093639,11309615,11.22735,78.15429
621,160,Padur 3,Namakkal,Namakkal,Tamil Nadu,11.37,Forest,Alluvial,Irrigated,13199124,15282083,11.197,78.14507
622,160,Karanai 13,Namakkal,Namakkal,Tamil Nadu,3.88,Residential,Red Soil,Partly Irrigated,23248602,26850749,11.21872,78.12641
623,160,Oragadam 17,Namakkal,Namakkal,Tamil Nadu,15.46,Agricultural,Red Soil,Non-Irrigated,14114645,15887652,11.21321,78.19802
624,160,Manapakkam 11,Namakkal,Namakkal,Tamil Nadu,7.65,Forest,Urban Fill,Irrigated,9865507,12836766,11.25025,78.18913
625,160,Manapakkam 7,Namakkal,Namakkal,Tamil Nadu,6.19,Industrial,Loamy,Irrigated,9440442,11121168,11.1805,78.13153
626,161,Kelambakkam 5,Namakkal,Namakkal,Tamil Nadu,10.84,Agricultural,Urban Fill,Partly Irrigated,56940628,61494239,11.24772,78.18826
627,161,Nandambakkam 8,Namakkal,Namakkal,Tamil Nadu,7.81,Agricultural,Red Soil,Non-Irrigated,51077372,63637523,11.17675,78.19873
628,161,Padur 10,Namakkal,Namakkal,Tamil Nadu,20.64,Industrial,Urban Fill,Partly Irrigated,55515956,67259070,11.25307,78.18815
629,161,Sholinganallur 17,Namakkal,Namakkal,Tamil Nadu,9.42,Residential,Urban Fill,Irrigated,72197374,94849117,11.18945,78.15459
630,161,Kelambakkam 14,Namakkal,Namakkal,Tamil Nadu,10.28,Coastal,Loamy,Non-Irrigated,65057718,86884046,11.19435,78.22135
631,162,Madhavaram 20,Namakkal,Namakkal,Tamil Nadu,24.47,Commercial,Alluvial,Non-Irrigated,12367573,15508611,11.20784,78.11741
632,162,Karanai 1,Namakkal,Namakkal,Tamil Nadu,10.98,Forest,Sandy,Partly Irrigated,11179384,12450592,11.24233,78.14409
633,162,Kelambakkam 6,Namakkal,Namakkal,Tamil Nadu,17.55,Forest,Saline,Irrigated,22006732,24200570,11.18338,78.22046
634,163,Karanai 2,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,16.24,Coastal,Black Cotton,Non-Irrigated,10785440,14194069,10.76613,78.65974
635,163,Pudur 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,5.98,Agricultural,Loamy,Partly Irrigated,10214338,13595729,10.83522,78.69149
636,163,Karanai 16,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,5.79,Residential,Sandy,Non-Irrigated,12251146,13096403,10.82977,78.69162
637,164,Nandambakkam 16,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,7.52,Agricultural,Alluvial,Irrigated,16802517,22633565,10.83803,78.7545
638,164,Pudur 7,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,22.25,Coastal,Urban Fill,Irrigated,14588075,19418834,10.78279,78.72533
