parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude,project_id,case_number,notification_date,larr_applicable,acquisition_purpose,total_area_ha,no_of_families_affected,rural_urban_mix,consent_required,consent_percentage,status,expected_possession_date,actual_possession_date,delay_days,project_name,project_type,sector,implementing_agency,total_land_required_ha,total_estimated_cost_cr,project_start_date,expected_completion_date,stakeholder_count,total_area_owned_ha,total_compensation_offered_inr,total_compensation_accepted_inr,objections_count,litigation_count,consent_count,milestone_count,first_milestone_date,last_milestone_date,clearance_count,clearance_approved_count,clearance_pending_count,dispute_count,dispute_delay_days,delay_event_count,event_delay_days,area_acres,compensation_to_market_ratio,families_per_ha,compensation_acceptance_ratio,has_dispute,has_delay_events,has_litigation,synthetic_record_id,source_record_id,data_origin,is_synthetic
659,169,Kallikudi 16,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9.621630303808118,Residential,Red Soil,Partly Irrigated,5579958.142175583,5954365.508385295,10.755162109293055,78.76164119216699,27,TN/LA/Urban Housing/27/169,2022-12-07,False,Affordable Housing,7.319902479538821,138.8750750102654,Mixed,True,67.5,Consent_Process_End,2024-09-05,,,Affordable Housing: Tiruchirappalli 27,Urban Housing,Housing,TNHB,43.75,446.2735669261773,2022-08-11,2025-08-10,7,4.819999999999999,76303324,35411207.0,2,0,5,5.0,2022-12-25,2023-12-16,3,2,1,,,2.0,172.0,23.775566220636506,1.0670985976363854,18.972257540105232,0.4640847232290955,0,1,0,ACQ_SYN_004783,659,synthetic_augmented_from_existing_dataset,1
1451,369,Pudur 4,Coimbatore,Coimbatore,Tamil Nadu,8.972435568910033,Commercial,Red Soil,Partly Irrigated,50434358.45560775,59413112.30627173,11.003246077628882,76.94729450210913,63,TN/LA/Urban Metro/63/369,2022-04-25,True,Urban Metro Rail,22.395840742424937,281.51717694531374,Mostly Urban,False,,Objections_Received,2023-04-15,,,Metro Line: Coimbatore 63,Urban Metro,Transport,Tamil Nadu Highways,119.21,5552.579666722411,2021-12-16,2027-12-15,13,24.97,1275756300,818442240.0,4,1,13,3.0,2022-05-19,2022-12-21,1,1,0,1.0,0.0,2.0,287.0,22.171371097534653,1.1780285132122197,12.570065137676636,0.6415349389221123,1,1,1,ACQ_SYN_004784,1451,synthetic_augmented_from_existing_dataset,1
1621,408,Pammalur 15,Chennai,Chennai,Tamil Nadu,20.159316638860727,Barren,Sandy,Non-Irrigated,47559037.89843327,51947978.42851244,13.084015008649226,80.22847174813275,68,TN/LA/IT Corridor/68/408,2023-07-30,True,IT/Tech Corridor,30.552016105280256,410.2662556804345,Mostly Rural,True,77.8,Consent_Process_End,2024-09-19,,,Tech Park: Chennai 68,IT Corridor,IT/Services,Tamil Nadu Highways,164.81,1788.7682780104833,2023-06-06,2026-06-05,15,14.26,668089211,368241728.0,2,0,11,2.0,2023-09-21,2024-05-11,3,2,1,,,1.0,115.0,49.81475618745319,1.0922840478701894,13.428451145963125,0.5511864612344414,0,1,0,ACQ_SYN_004785,1621,synthetic_augmented_from_existing_dataset,1
690,178,Karanai 16,Krishnagiri,Krishnagiri,Tamil Nadu,4.084959527774188,Coastal,Urban Fill,Non-Irrigated,42490527.75722061,55280345.42221838,12.553596613804082,78.16472459650491,29,TN/LA/Port/29/178,2023-03-11,True,Port/Coastal Infrastructure,24.743475859648274,159.11885219848344,Mostly Urban,False,,Completed,2025-05-21,2025-09-29,131.0,Port Expansion: Krishnagiri 29,Port,Transport,SIPCOT,101.56,2323.3742334602284,2022-11-04,2026-11-03,5,8.98,406626242,406626242.0,0,0,5,6.0,2023-05-08,2025-09-29,2,1,1,,,3.0,102.0,10.094154804802209,1.3010039728872123,6.430739686737985,1.0,0,1,0,ACQ_SYN_004786,690,synthetic_augmented_from_existing_dataset,1
1077,274,Thogamalai 19,Dharmapuri,Dharmapuri,Tamil Nadu,25.02986348098549,Commercial,Black Cotton,Partly Irrigated,35199678.88427301,45070815.321353704,12.118261173428744,78.14796893588432,46,TN/LA/IT Corridor/46/274,2023-06-01,False,IT/Tech Corridor,6.79393515001474,72.0642912556344,Mostly Urban,False,,Possession Taken,2024-05-07,2024-10-26,172.0,Tech Park: Dharmapuri 46,IT Corridor,IT/Services,NHAI,99.84,2473.6900685425726,2023-03-26,2029-03-24,20,31.01,1631585599,1294177590.0,6,1,20,6.0,2023-07-21,2024-10-26,1,0,1,,,,,61.85013951846906,1.2804325706928836,10.60715029867161,0.7932023859448148,0,0,1,ACQ_SYN_004787,1077,synthetic_augmented_from_existing_dataset,1
21,6,Padur 7,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,5.0769627258158865,Barren,Urban Fill,Partly Irrigated,19129204.137986016,23436648.085235905,10.795688643030397,78.77010674668459,1,TN/LA/Railway/1/6,2021-01-31,True,Railway Corridor,15.639354008686997,100.38667513729047,Mixed,False,,Award_Declared,2023-04-12,,,Railway Corridor: Tiruchirappalli 1,Railway,Transport,NHAI,146.12,1221.108857067056,2020-11-24,2023-11-24,6,12.95,194462233,110634727.0,1,0,6,5.0,2021-02-19,2021-11-21,1,1,0,2.0,0.0,3.0,202.0,12.54544808685533,1.2251763280991046,6.418850489702447,0.5689265483236532,1,1,0,ACQ_SYN_004788,21,synthetic_augmented_from_existing_dataset,1
588,151,Pudur 7,Krishnagiri,Krishnagiri,Tamil Nadu,14.550138721417909,Coastal,Saline,Partly Irrigated,13006490.036036886,13264399.60525849,12.496084175775595,78.15754404290894,25,TN/LA/IT Corridor/25/151,2020-08-26,True,IT/Tech Corridor,19.06876010416031,120.25010705757806,Mixed,True,93.1,Award_Declared,2022-09-30,,,IT Corridor: Krishnagiri 25,IT Corridor,IT/Services,V.O. Chidambaranar Port,81.49,2842.2125055212464,2020-03-03,2023-03-03,10,13.37,199330109,190431521.0,1,0,8,8.0,2020-10-04,2021-11-29,3,3,0,,,1.0,191.0,35.95417572358825,1.0198292981816783,6.306131410785465,0.9553575320625546,0,1,0,ACQ_SYN_004789,588,synthetic_augmented_from_existing_dataset,1
1143,290,Pudur 1,Vellore,Vellore,Tamil Nadu,21.79107886777401,Residential,Loamy,Non-Irrigated,41502243.988917544,60633409.855803065,12.95726894660654,79.12967634211684,49,TN/LA/Railway/49/290,2021-07-21,True,Railway Corridor,10.764752014123374,106.26101434368965,Mostly Urban,False,,Initiated,2022-10-15,,,Freight Corridor: Vellore 49,Railway,Transport,TIDCO,142.44,2659.9115810461712,2021-02-14,2027-02-13,6,5.37,278292802,263290304.0,1,0,6,4.0,2021-08-06,2022-05-31,2,1,1,,,,,53.84692846022345,1.460967023180582,9.87119946695242,0.9460909592623958,0,0,0,ACQ_SYN_004790,1143,synthetic_augmented_from_existing_dataset,1
379,100,Kelambakkam 3,Ranipet,Ranipet,Tamil Nadu,23.008096995284973,Industrial,Saline,Irrigated,10374508.507061576,13108339.673060939,12.971886241540606,79.32187762738941,16,TN/LA/Port/16/100,2025-03-23,True,Port/Coastal Infrastructure,24.598416586264058,228.24682626513584,Mostly Rural,False,,Initiated,2027-03-08,,,New Terminal: Ranipet 16,Port,Transport,V.O. Chidambaranar Port,184.63,1369.2237554757928,2024-12-23,2028-12-22,8,7.09,69565923,56556259.0,1,0,8,4.0,2025-04-21,2025-11-28,3,2,1,,,,,56.85424574104848,1.2635142825453887,9.278923521955091,0.812987976886327,0,0,0,ACQ_SYN_004791,379,synthetic_augmented_from_existing_dataset,1
1903,480,Thogamalai 6,Kancheepuram,Kancheepuram,Tamil Nadu,24.271973378500363,Residential,Saline,Partly Irrigated,11724084.327874364,15673447.817620795,12.85086392373914,79.73214306600795,80,TN/LA/IT Corridor/80/480,2024-03-07,True,IT/Tech Corridor,19.936699023463806,170.2004657688386,Mixed,True,78.4,Possession Taken,2026-08-01,2026-08-02,1.0,IT Corridor: Kancheepuram 80,IT Corridor,IT/Services,District Collector,87.52,1409.8580222051432,2023-11-15,2026-11-14,12,20.2,326651491,135803588.0,4,2,6,9.0,2024-04-11,2026-08-02,2,2,0,2.0,58.0,2.0,310.0,59.97735229316189,1.3368590142563799,8.537043447790783,0.4157445832690229,1,1,1,ACQ_SYN_004792,1903,synthetic_augmented_from_existing_dataset,1
1864,470,Sholinganallur 12,Thoothukudi,Thoothukudi,Tamil Nadu,6.491196594747822,Industrial,Sandy,Partly Irrigated,8688020.022032747,10737445.633095093,8.812922097516068,78.03070759167191,78,TN/LA/Urban Housing/78/470,2021-09-10,True,Affordable Housing,2.795503376322395,52.670486376572015,Mixed,True,75.9,Possession Taken,2023-01-01,2023-07-13,193.0,Slum Rehabilitation: Thoothukudi 78,Urban Housing,Housing,District Collector,39.26,204.2312486452181,2021-06-14,2027-06-13,12,12.49,174343615,125200404.0,1,0,10,7.0,2021-09-21,2023-07-13,1,1,0,,,3.0,385.0,16.040096076910633,1.235890986193059,18.84114568513321,0.7181244004834935,0,1,0,ACQ_SYN_004793,1864,synthetic_augmented_from_existing_dataset,1
495,127,Nandambakkam 9,Coimbatore,Coimbatore,Tamil Nadu,7.105206423265512,Agricultural,Black Cotton,Non-Irrigated,39069701.96713213,56775157.10091703,11.062376990121587,76.9349644737182,21,TN/LA/Urban Housing/21/127,2021-08-07,False,Affordable Housing,4.036430749909526,71.15974684491255,Mostly Urban,True,66.5,SIA_Completed,2023-11-06,,,Affordable Housing: Coimbatore 21,Urban Housing,Housing,Tamil Nadu Highways,31.5,387.562465343052,2021-07-06,2026-07-05,10,17.51,828934703,382709694.0,1,1,7,5.0,2021-09-21,2023-01-15,1,1,0,,,,,17.557347403046716,1.4531760991849856,17.62937388347553,0.461688589722368,0,0,1,ACQ_SYN_004794,495,synthetic_augmented_from_existing_dataset,1
761,195,Sholinganallur 10,Kancheepuram,Kancheepuram,Tamil Nadu,14.219768367182931,Industrial,Loamy,Irrigated,14646563.484625187,18230291.628277093,12.819164336163873,79.75661322642478,33,TN/LA/Power/33/195,2020-09-11,True,Power Project,71.6037141982987,668.1114582237542,Mostly Rural,False,,Litigated,2022-05-06,,,Thermal Power Expansion: Kancheepuram 33,Power,Energy,TIDCO,384.96,5179.174913977078,2020-06-07,2024-06-06,17,30.8,468663088,229670271.0,4,0,17,2.0,2020-09-24,2021-05-03,3,1,2,,,2.0,136.0,35.13781280104486,1.2446804772610192,9.330681595279989,0.490054106842739,0,1,0,ACQ_SYN_004795,761,synthetic_augmented_from_existing_dataset,1
364,95,Samayapuram 9,Chengalpattu,Chengalpattu,Tamil Nadu,21.412346688622122,Agricultural,Urban Fill,Non-Irrigated,59373798.00219819,64736835.66757453,12.714086788881966,79.94754835249262,15,TN/LA/Railway/15/95,2021-07-21,True,Railway Corridor,69.82013682803291,375.34665383403683,Mostly Urban,False,,Completed,2022-07-04,2023-02-07,218.0,Railway Corridor: Chengalpattu 15,Railway,Transport,TNEB,344.06,2184.3987051446393,2021-03-22,2027-03-21,16,12.65,619258704,592776955.0,2,1,16,5.0,2021-08-21,2023-02-07,3,2,1,,,2.0,126.0,52.91106086596058,1.0903266734793988,5.375908310785986,0.9572363717636176,0,1,1,ACQ_SYN_004796,364,synthetic_augmented_from_existing_dataset,1
968,247,Madhavaram 13,Karur,Karur,Tamil Nadu,4.354840827024882,Coastal,Sandy,Non-Irrigated,66244723.99027723,78965027.13263452,10.991751831417305,78.04237642984147,42,TN/LA/Port/42/247,2022-09-15,True,Port/Coastal Infrastructure,23.643558468140643,264.1029335800953,Mostly Urban,False,,Litigated,2024-03-21,,,New Terminal: Karur 42,Port,Transport,Chennai Metro Rail Ltd,185.98,1735.4393239862368,2022-08-15,2028-08-13,11,13.45,648847858,177150855.0,5,2,11,5.0,2022-10-23,2023-10-04,2,2,0,2.0,99.0,3.0,390.0,10.761046017563384,1.1920198677893843,11.170185483541752,0.2730237186049244,1,1,1,ACQ_SYN_004797,968,synthetic_augmented_from_existing_dataset,1
238,60,Thogamalai 9,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,18.68952474154855,Industrial,Saline,Non-Irrigated,12177304.514197653,13732121.045102628,10.736370610343533,78.63027192763708,9,TN/LA/IT Corridor/9/60,2024-11-16,False,IT/Tech Corridor,5.3721518015392755,56.26187553581602,Mostly Rural,True,68.0,Initiated,2026-07-26,,,Tech Park: Tiruchirappalli 9,IT Corridor,IT/Services,TIDCO,77.93,2401.9901357292324,2024-05-24,2030-05-23,7,8.14,118996227,76332437.0,1,0,5,6.0,2025-01-14,2025-12-23,3,2,1,,,,,46.182821319692806,1.1276815020181352,10.47287523031188,0.6414693887731415,0,0,0,ACQ_SYN_004798,238,synthetic_augmented_from_existing_dataset,1
751,193,Oragadam 1,Chennai,Chennai,Tamil Nadu,21.113739798803937,Commercial,Urban Fill,Partly Irrigated,72408269.21293055,83862830.03575854,13.097934263737201,80.28492601706719,32,TN/LA/Power/32/193,2022-01-08,True,Power Project,31.735903882095194,277.42103101416427,Mostly Rural,False,,Litigated,2023-10-18,,,Solar Park: Chennai 32,Power,Energy,V.O. Chidambaranar Port,267.12,5650.371189517206,2021-09-02,2026-09-01,11,10.17,483880189,269780739.0,2,0,11,5.0,2022-02-27,2023-01-24,1,0,1,,,2.0,62.0,52.1731871731831,1.1581940978197343,8.741551274065966,0.557536235483284,0,1,0,ACQ_SYN_004799,751,synthetic_augmented_from_existing_dataset,1
1066,272,Madhavaram 20,Dharmapuri,Dharmapuri,Tamil Nadu,14.449958903079443,Commercial,Black Cotton,Non-Irrigated,20930119.944389712,25891355.544009894,12.173579208881717,78.21307594241506,46,TN/LA/IT Corridor/46/272,2023-06-15,True,IT/Tech Corridor,9.907757162470265,109.92759708163274,Mostly Rural,False,,Award_Declared,2024-09-16,,,Tech Park: Dharmapuri 46,IT Corridor,IT/Services,NHAI,99.84,2586.508348755599,2023-03-26,2029-03-24,9,9.51,116768561,53447041.0,1,0,9,4.0,2023-08-04,2024-10-31,3,2,1,2.0,181.0,3.0,52.0,35.70662600179788,1.2370380873498068,11.095104096619268,0.4577177327722656,1,1,0,ACQ_SYN_004800,1066,synthetic_augmented_from_existing_dataset,1
1175,298,Kallikudi 16,Thanjavur,Thanjavur,Tamil Nadu,10.037251115812191,Coastal,Urban Fill,Irrigated,65068098.00360238,67798285.85000546,10.748852659875515,79.14034371254662,51,TN/LA/Port/51/298,2024-08-08,True,Port/Coastal Infrastructure,19.386537384863196,174.62745802509585,Mostly Urban,False,,Consent_Process_End,2025-09-22,,,New Terminal: Thanjavur 51,Port,Transport,District Collector,207.64,2078.8054729254764,2024-04-16,2028-04-15,14,17.02,820442125,450489601.0,5,2,14,4.0,2024-10-01,2025-06-14,3,2,1,,,1.0,51.0,24.802587611654467,1.041958931183941,9.007666225194146,0.54908151016746,0,1,1,ACQ_SYN_004801,1175,synthetic_augmented_from_existing_dataset,1
1145,290,Kallikudi 12,Vellore,Vellore,Tamil Nadu,25.372825728712428,Agricultural,Red Soil,Irrigated,32336554.27786664,37419934.619851775,12.895199336276939,79.17994344892729,49,TN/LA/Railway/49/290,2021-07-21,True,Railway Corridor,10.674734418838895,107.83508278769824,Mostly Urban,False,,Initiated,2022-10-15,,,Freight Corridor: Vellore 49,Railway,Transport,TIDCO,142.44,2768.4936092688167,2021-02-14,2027-02-13,6,5.37,278292802,263290304.0,1,0,6,4.0,2021-08-06,2022-05-31,2,1,1,,,,,62.69761768740087,1.1572022887257518,10.101898422633319,0.9460909592623958,0,0,0,ACQ_SYN_004802,1145,synthetic_augmented_from_existing_dataset,1
425,111,Nandambakkam 10,Coimbatore,Coimbatore,Tamil Nadu,15.955855502160732,Barren,Sandy,Irrigated,11623907.030152284,14030085.859505225,10.979673535346352,76.9400010567023,18,TN/LA/Railway/18/111,2022-03-21,False,Railway Corridor,18.082116800949443,135.518095327049,Mixed,False,,Award_Declared,2023-05-26,,,Freight Corridor: Coimbatore 18,Railway,Transport,NHAI,98.2,901.5284714289302,2022-02-17,2026-02-16,10,7.25,76549923,67832015.0,0,0,10,5.0,2022-05-14,2023-06-26,3,0,3,,,1.0,137.0,39.42777753042374,1.2070025872635888,7.494592409663746,0.8861147384824933,0,1,0,ACQ_SYN_004803,425,synthetic_augmented_from_existing_dataset,1
1521,386,Ayappan Pattinam 11,Cuddalore,Cuddalore,Tamil Nadu,17.472633205064778,Coastal,Sandy,Partly Irrigated,50846945.54570127,71643520.8953879,11.706314849241224,79.65715232225597,65,TN/LA/Urban Housing/65/386,2021-05-31,True,Affordable Housing,5.7812040247799095,47.9810842105921,Mostly Urban,True,89.1,Completed,2023-06-23,2024-01-08,199.0,Affordable Housing: Cuddalore 65,Urban Housing,Housing,CMDA,36.25,229.8167858274314,2020-12-07,2025-12-06,13,24.16,1217938444,354099431.0,3,1,7,9.0,2021-07-17,2024-01-08,2,1,1,1.0,258.0,,,43.17581685210783,1.4090034342573174,8.299496783876045,0.2907367221590059,1,0,1,ACQ_SYN_004804,1521,synthetic_augmented_from_existing_dataset,1
1328,341,Pammalur 12,Ranipet,Ranipet,Tamil Nadu,23.715692139508686,Barren,Saline,Partly Irrigated,8198255.834330282,8146427.307264185,12.948993903627798,79.3457048074673,58,TN/LA/Railway/58/341,2024-02-01,True,Railway Corridor,52.31560301335719,274.1400450987947,Mixed,False,,Initiated,2026-03-04,,,Railway Corridor: Ranipet 58,Railway,Transport,Chennai Metro Rail Ltd,297.49,2671.8922044870446,2024-01-12,2030-01-10,20,18.23,297828239,166449249.0,5,2,20,4.0,2024-03-12,2024-12-05,3,1,2,,,,,58.602751418119986,0.9936781032315355,5.2401201421457655,0.558876651720054,0,0,1,ACQ_SYN_004805,1328,synthetic_augmented_from_existing_dataset,1
1446,368,Sriperumbudur 19,Coimbatore,Coimbatore,Tamil Nadu,19.901137757736684,Forest,Urban Fill,Non-Irrigated,9799298.255237482,10519351.604332682,11.052888997520608,76.98861781027051,63,TN/LA/Urban Metro/63/368,2022-03-29,True,Urban Metro Rail,19.2450646224467,147.31143011431394,Mostly Rural,False,,Litigated,2023-11-30,,,Metro Line: Coimbatore 63,Urban Metro,Transport,Tamil Nadu Highways,119.21,5643.8872242153975,2021-12-16,2027-12-15,12,8.31,137006155,128463881.0,1,0,12,5.0,2022-05-14,2023-05-12,3,2,1,1.0,0.0,1.0,60.0,49.176782279590086,1.073480093200587,7.65450431080889,0.9376504362158036,1,1,0,ACQ_SYN_004806,1446,synthetic_augmented_from_existing_dataset,1
898,228,Kallikudi 7,Ranipet,Ranipet,Tamil Nadu,25.454971011832896,Industrial,Sandy,Partly Irrigated,19056192.677497797,25763349.04818572,12.915962677507952,79.37497155066085,38,TN/LA/Highway/38/228,2022-12-07,True,National/State Highway,32.98530324312286,209.44790183765343,Mixed,False,,Litigated,2024-10-12,,,Bypass Road: Ranipet 38,Highway,Transport,Tamil Nadu Highways,197.33,2797.7097100646783,2022-07-20,2025-07-19,9,8.66,113934604,34123367.0,4,2,9,,,,3,2,1,,,2.0,164.0,62.90060310222923,1.3519672835071594,6.3497340101404545,0.2994995883779084,0,1,1,ACQ_SYN_004807,898,synthetic_augmented_from_existing_dataset,1
1713,431,Karanai 2,Salem,Salem,Tamil Nadu,9.062583551685778,Agricultural,Loamy,Non-Irrigated,5810834.104296154,7146735.555829329,11.673210758518595,78.10851732976941,72,TN/LA/Industrial/72/431,2023-12-04,True,Industrial/SEZ,67.67115563454375,268.622085330811,Mixed,False,,Litigated,2024-12-25,,,Industrial Park: Salem 72,Industrial,Manufacturing,TNHB,398.4,4885.016662350172,2023-08-23,2029-08-21,7,11.170000000000002,176852422,170293609.0,0,0,7,6.0,2024-01-11,2025-02-01,2,1,1,2.0,115.0,3.0,317.0,22.39413161383647,1.2298983979848084,3.969521176518653,0.9629136376769551,1,1,0,ACQ_SYN_004808,1713,synthetic_augmented_from_existing_dataset,1
749,193,Pudur 8,Chennai,Chennai,Tamil Nadu,6.334457067502427,Industrial,Saline,Partly Irrigated,38005798.26555605,44490082.39219374,13.08770124337351,80.3126156723334,32,TN/LA/Power/32/193,2022-01-08,True,Power Project,31.18221757346249,277.0472336938487,Mostly Rural,False,,Litigated,2023-10-18,,,Solar Park: Chennai 32,Power,Energy,V.O. Chidambaranar Port,267.12,5759.786771582858,2021-09-02,2026-09-01,11,10.17,483880189,269780739.0,2,0,11,5.0,2022-02-27,2023-01-24,1,0,1,,,2.0,62.0,15.6527842709333,1.170613022816423,8.884782906833049,0.557536235483284,0,1,0,ACQ_SYN_004809,749,synthetic_augmented_from_existing_dataset,1
1547,392,Oragadam 9,Villupuram,Villupuram,Tamil Nadu,6.852136884770091,Residential,Saline,Partly Irrigated,18045434.302337546,21935023.62983041,11.98571496909009,79.44488877638175,66,TN/LA/Urban Metro/66/392,2024-11-26,True,Urban Metro Rail,14.972966234809675,142.409347800458,Mixed,False,,Award_Declared,2025-12-25,,,Urban Rail Corridor: Villupuram 66,Urban Metro,Transport,TNHB,70.41,6160.526926232144,2024-10-10,2027-10-10,7,10.89,187109654,119083769.0,1,0,7,5.0,2024-12-14,2026-05-13,1,1,0,1.0,149.0,2.0,0.0,16.931998955752665,1.215544234753553,9.511097905863153,0.6364384009817046,1,1,0,ACQ_SYN_004810,1547,synthetic_augmented_from_existing_dataset,1
391,103,Samayapuram 9,Ranipet,Ranipet,Tamil Nadu,9.71678671446441,Coastal,Sandy,Irrigated,44003574.620140865,57137119.85608327,12.910872950773214,79.29638453211047,16,TN/LA/Port/16/103,2024-12-31,True,Port/Coastal Infrastructure,35.77802076670454,387.9357065076614,Mostly Urban,False,,Award_Declared,2026-01-13,,,New Terminal: Ranipet 16,Port,Transport,V.O. Chidambaranar Port,184.63,1319.8467095168312,2024-12-23,2028-12-22,7,8.83,507799730,452823008.0,2,1,7,5.0,2025-01-16,2026-04-04,2,1,1,,,,,24.010702831734662,1.2984654167148286,10.842849833344584,0.891735424908556,0,0,1,ACQ_SYN_004811,391,synthetic_augmented_from_existing_dataset,1
475,123,Sholinganallur 8,Coimbatore,Coimbatore,Tamil Nadu,7.085569624497598,Coastal,Urban Fill,Non-Irrigated,36139721.98959107,42934363.46590161,11.024858988366162,76.92192140544519,21,TN/LA/Urban Housing/21/123,2021-08-23,True,Affordable Housing,4.871387116683038,67.16097598945998,Mostly Urban,False,,Award_Declared,2022-09-19,,,Affordable Housing: Coimbatore 21,Urban Housing,Housing,Tamil Nadu Highways,31.5,402.5843773096874,2021-07-06,2026-07-05,10,24.82,1211435788,1020464711.0,2,0,10,5.0,2021-09-22,2023-01-02,2,1,1,,,3.0,370.0,17.508823816635058,1.1880103415922108,13.786827936431866,0.8423597198533481,0,1,0,ACQ_SYN_004812,475,synthetic_augmented_from_existing_dataset,1
1011,258,Manapakkam 6,Chennai,Chennai,Tamil Nadu,7.133721027678307,Residential,Red Soil,Non-Irrigated,46673493.480485775,66970388.790460825,13.05851394452344,80.23620990810977,44,TN/LA/Urban Metro/44/258,2024-05-10,True,Urban Metro Rail,4.6311245780440276,39.82401301476315,Mixed,False,,Completed,2025-05-23,2025-12-25,216.0,Metro Line: Chennai 44,Urban Metro,Transport,TIDCO,45.08,8506.631795417248,2024-02-15,2030-02-13,18,26.17,1366997125,1297780590.0,5,2,18,6.0,2024-06-25,2025-12-25,3,2,1,,,3.0,304.0,17.627808524921594,1.4348698543095173,8.599210050096076,0.9493659981179552,0,1,1,ACQ_SYN_004813,1011,synthetic_augmented_from_existing_dataset,1
1067,272,Nandambakkam 1,Dharmapuri,Dharmapuri,Tamil Nadu,14.037393242917112,Residential,Red Soil,Irrigated,6051237.205106147,6222264.249170671,12.098047556505959,78.15650508463716,46,TN/LA/IT Corridor/46/272,2023-06-15,True,IT/Tech Corridor,9.955208919840397,109.54421803857007,Mostly Rural,False,,Award_Declared,2024-09-16,,,Tech Park: Dharmapuri 46,IT Corridor,IT/Services,NHAI,99.84,2586.110010590633,2023-03-26,2029-03-24,9,9.51,116768561,53447041.0,1,0,9,4.0,2023-08-04,2024-10-31,3,2,1,2.0,181.0,3.0,52.0,34.687154055378585,1.0282631531813378,11.003708603267192,0.4577177327722656,1,1,0,ACQ_SYN_004814,1067,synthetic_augmented_from_existing_dataset,1
1432,365,Siruseri 13,Karur,Karur,Tamil Nadu,25.15591510776343,Residential,Loamy,Partly Irrigated,67625792.12885278,89899076.12717691,10.922760806995647,78.02555214807205,62,TN/LA/Industrial/62/365,2022-10-25,True,Industrial/SEZ,25.38016005205573,275.37168433699657,Mostly Urban,False,,Initiated,2025-01-05,,,Manufacturing Hub: Karur 62,Industrial,Manufacturing,TNEB,309.67,7327.408044383348,2022-10-23,2027-10-22,7,4.77,232822958,204083531.0,2,0,7,4.0,2022-12-08,2023-10-14,1,1,0,,,,,62.16161987107538,1.329360785244261,10.849879739615439,0.8765610262541206,0,0,0,ACQ_SYN_004815,1432,synthetic_augmented_from_existing_dataset,1
571,147,Pammalur 18,Madurai,Madurai,Tamil Nadu,13.342583291049202,Residential,Black Cotton,Non-Irrigated,16044898.194354074,18036107.774528332,9.873234286071114,78.15649604099362,24,TN/LA/Industrial/24/147,2024-04-08,True,Industrial/SEZ,48.47110854514202,270.4062470123273,Mixed,False,,Litigated,2026-07-14,,,Manufacturing Hub: Madurai 24,Industrial,Manufacturing,TNHB,247.97,2609.5039785022327,2024-01-24,2029-01-22,19,31.54,504250178,269745071.0,6,2,19,6.0,2024-06-03,2025-08-24,2,2,0,,,2.0,170.0,32.97024127658947,1.1241023505449808,5.578709774307989,0.5349429365992212,0,1,1,ACQ_SYN_004816,571,synthetic_augmented_from_existing_dataset,1
1675,423,Padur 13,Namakkal,Namakkal,Tamil Nadu,4.432142036946971,Residential,Alluvial,Irrigated,42801741.1742055,54781133.53278719,11.257265583427207,78.11508318499644,71,TN/LA/Power/71/423,2020-08-31,False,Power Project,68.14168929746313,536.4647426111503,Mostly Urban,False,,Completed,2021-08-06,2021-08-22,16.0,Solar Park: Namakkal 71,Power,Energy,Chennai Metro Rail Ltd,572.62,4211.024369687226,2020-04-21,2024-04-20,6,7.880000000000001,466597923,441118583.0,2,0,6,6.0,2020-10-19,2021-11-05,3,2,1,,,2.0,116.0,10.952061466858972,1.2798809588101776,7.872783139691292,0.9453933703001074,0,1,0,ACQ_SYN_004817,1675,synthetic_augmented_from_existing_dataset,1
633,162,Kelambakkam 6,Namakkal,Namakkal,Tamil Nadu,17.33032137453608,Forest,Saline,Irrigated,22703817.327086464,22945048.2208184,11.182358899212822,78.17441651719368,26,TN/LA/Power/26/162,2024-04-12,True,Power Project,40.07959807180467,249.90736634853104,Mixed,False,,Possession Taken,2025-03-10,2025-08-17,160.0,Solar Park: Namakkal 26,Power,Energy,Tamil Nadu Highways,347.73,4146.0778846344765,2024-02-14,2029-02-12,9,8.69,133012803,76348617.0,3,0,9,6.0,2024-05-29,2025-08-17,3,3,0,,,,,42.82415666107182,1.010625124852645,6.235276259527581,0.5739944973567694,0,0,0,ACQ_SYN_004818,633,synthetic_augmented_from_existing_dataset,1
1026,261,Madhavaram 17,Erode,Erode,Tamil Nadu,6.438116194867383,Agricultural,Black Cotton,Irrigated,13998076.565511558,16725844.065227386,11.314961408872215,77.7768666900564,45,TN/LA/Power/45/261,2020-02-28,True,Power Project,50.15417961516564,355.05377710612464,Mostly Rural,False,,SIA_Completed,2021-01-29,,,Wind Park: Erode 45,Power,Energy,TNEB,346.39,4543.850396541325,2020-02-25,2026-02-23,12,11.15,161307086,132544427.0,2,0,12,3.0,2020-03-24,2020-09-20,2,1,1,,,,,15.908931552549747,1.1948673081583578,7.079246033540211,0.8216900465240566,0,0,0,ACQ_SYN_004819,1026,synthetic_augmented_from_existing_dataset,1
